"loc","lon","lat","MATCHUP","MATCHUP.1","TIME","TV","tickets","Date","dt","rk","id"
"California Memorial Stadium, Berkeley, CA",-122.2507783,37.8706571,"Idaho","@  California","4:00 PM","","Tickets as low as $18","Saturday, September 16, 2023","2023-09-16",12,81
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Georgia Southern","@  Wisconsin","12:00 PM","BTN","Tickets as low as $23","Saturday, September 16, 2023","2023-09-16",12,140
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Ohio State","@  Wisconsin","TBD","","Tickets as low as $156","Saturday, October 28, 2023","2023-10-28",37,140
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Nebraska","@  Wisconsin","TBD","","Tickets as low as $31","Saturday, November 18, 2023","2023-11-18",52,140
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Buffalo","@  Wisconsin","3:30 PM","FS1","Tickets as low as $25","Saturday, September 2, 2023","2023-09-02",4,140
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Rutgers","@  Wisconsin","TBD","","Tickets as low as $28","Saturday, October 7, 2023","2023-10-07",22,140
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Northwestern","@  Wisconsin","TBD","","Tickets as low as $32","Saturday, November 11, 2023","2023-11-11",47,140
"Camp Randall Stadium, Madison, WI",-89.4126871,43.0699446,"Iowa","@  Wisconsin","TBD","","Tickets as low as $69","Saturday, October 14, 2023","2023-10-14",27,140
"Camping World Stadium, Orlando, FL",-81.4027525,28.5390192,"LSU","@  Florida State","7:30 PM","","Tickets as low as $174","Sunday, September 3, 2023","2023-09-03",5,6
"Canvas Stadium, Fort Collins, CO",-105.0884348,40.5698925,"Boise State","@  Colorado State","TBD","","Tickets as low as $43","Saturday, October 14, 2023","2023-10-14",27,111
"Canvas Stadium, Fort Collins, CO",-105.0884348,40.5698925,"Nevada","@  Colorado State","TBD","","Tickets as low as $31","Saturday, November 18, 2023","2023-11-18",52,111
"Canvas Stadium, Fort Collins, CO",-105.0884348,40.5698925,"Washington State","@  Colorado State","7:00 PM","CBSSN","Tickets as low as $48","Saturday, September 2, 2023","2023-09-02",4,111
"Canvas Stadium, Fort Collins, CO",-105.0884348,40.5698925,"San Diego State","@  Colorado State","7:00 PM","CBSSN","Tickets as low as $34","Saturday, November 11, 2023","2023-11-11",47,111
"Canvas Stadium, Fort Collins, CO",-105.0884348,40.5698925,"Air Force","@  Colorado State","7:00 PM","CBSSN","Tickets as low as $34","Saturday, October 28, 2023","2023-10-28",37,111
"Canvas Stadium, Fort Collins, CO",-105.0884348,40.5698925,"Utah Tech","@  Colorado State","TBD","","Tickets as low as $31","Saturday, September 30, 2023","2023-09-30",18,111
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Boston College","@  Louisville","TBD","","Tickets as low as $14","Saturday, September 23, 2023","2023-09-23",15,84
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Virginia Tech","@  Louisville","TBD","","Tickets as low as $17","Saturday, November 4, 2023","2023-11-04",42,84
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Virginia","@  Louisville","7:30 PM",NA,"Tickets as low as $16","Thursday, November 9, 2023","2023-11-09",45,84
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Notre Dame","@  Louisville","TBD","","Tickets as low as $114","Saturday, October 7, 2023","2023-10-07",22,84
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Murray State","@  Louisville","7:30 PM",NA,"Tickets as low as $10","Thursday, September 7, 2023","2023-09-07",7,84
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Duke","@  Louisville","TBD","","Tickets as low as $14","Saturday, October 28, 2023","2023-10-28",37,84
"Cardinal Stadium, Louisville, KY",-85.7588096,38.2058652,"Kentucky","@  Louisville","TBD","","Tickets as low as $59","Saturday, November 25, 2023","2023-11-25",56,84
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"Marshall","@  NC State","TBD","","Tickets as low as $35","Saturday, October 7, 2023","2023-10-07",22,60
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"Clemson","@  NC State","TBD","","Tickets as low as $126","Saturday, October 28, 2023","2023-10-28",37,60
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"Notre Dame","@  NC State","12:00 PM","","Tickets as low as $143","Saturday, September 9, 2023","2023-09-09",9,60
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"North Carolina","@  NC State","TBD","","Tickets as low as $94","Saturday, November 25, 2023","2023-11-25",56,60
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"VMI","@  NC State","TBD","","Tickets as low as $22","Saturday, September 16, 2023","2023-09-16",12,60
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"Louisville","@  NC State","7:00 PM","","Tickets as low as $57","Friday, September 29, 2023","2023-09-29",17,60
"Carter-Finley Stadium, Raleigh, NC",-78.7195655,35.8008001,"Miami","@  NC State","TBD","","Tickets as low as $59","Saturday, November 4, 2023","2023-11-04",42,60
"CEFCU Stadium, San Jose, CA",-121.8682899,37.3196729,"Oregon State","@  San José State","3:30 PM","CBS","Tickets as low as $64","Sunday, September 3, 2023","2023-09-03",5,78
"CEFCU Stadium, San Jose, CA",-121.8682899,37.3196729,"San Diego State","@  San José State","10:30 PM","CBSSN","Tickets as low as $37","Saturday, November 18, 2023","2023-11-18",52,78
"CEFCU Stadium, San Jose, CA",-121.8682899,37.3196729,"Utah State","@  San José State","7:00 PM","CBSSN","Tickets as low as $37","Saturday, October 21, 2023","2023-10-21",32,78
"CEFCU Stadium, San Jose, CA",-121.8682899,37.3196729,"Cal Poly","@  San José State","TBD","","Tickets as low as $37","Saturday, September 9, 2023","2023-09-09",9,78
"CEFCU Stadium, San Jose, CA",-121.8682899,37.3196729,"Fresno State","@  San José State","10:30 PM","CBSSN","Tickets as low as $37","Saturday, November 11, 2023","2023-11-11",47,78
"CEFCU Stadium, San Jose, CA",-121.8682899,37.3196729,"Air Force","@  San José State","10:30 PM","FS1","Tickets as low as $48","Friday, September 22, 2023","2023-09-22",14,78
"Centennial Bank Stadium, Jonesboro, AR",-90.6671921,35.8489122,"Stony Brook","@  Arkansas State","7:00 PM","","Tickets as low as $29","Saturday, September 16, 2023","2023-09-16",12,61
"Centennial Bank Stadium, Jonesboro, AR",-90.6671921,35.8489122,"Texas State","@  Arkansas State","TBD","","Tickets as low as $25","Saturday, November 18, 2023","2023-11-18",52,61
"Centennial Bank Stadium, Jonesboro, AR",-90.6671921,35.8489122,"Memphis","@  Arkansas State","7:00 PM","","Tickets as low as $40","Saturday, September 9, 2023","2023-09-09",9,61
"Centennial Bank Stadium, Jonesboro, AR",-90.6671921,35.8489122,"Coastal Carolina","@  Arkansas State","TBD","","Tickets as low as $30","Saturday, October 21, 2023","2023-10-21",32,61
"Centennial Bank Stadium, Jonesboro, AR",-90.6671921,35.8489122,"Southern Miss","@  Arkansas State","TBD","","Tickets as low as $29","Saturday, September 23, 2023","2023-09-23",15,61
"Centennial Bank Stadium, Jonesboro, AR",-90.6671921,35.8489122,"Louisiana","@  Arkansas State","TBD","","Tickets as low as $27","Saturday, November 4, 2023","2023-11-04",42,61
"Center Parc Stadium, Atlanta, GA",-84.3893472,33.736095,"Marshall","@  Georgia State","TBD","","Tickets as low as $22","Saturday, October 14, 2023","2023-10-14",27,42
"Center Parc Stadium, Atlanta, GA",-84.3893472,33.736095,"Appalachian State","@  Georgia State","TBD","","Tickets as low as $17","Saturday, November 11, 2023","2023-11-11",47,42
"Center Parc Stadium, Atlanta, GA",-84.3893472,33.736095,"Troy","@  Georgia State","TBD","","Tickets as low as $17","Saturday, September 30, 2023","2023-09-30",18,42
"Center Parc Stadium, Atlanta, GA",-84.3893472,33.736095,"Rhode Island","@  Georgia State","7:00 PM","","Tickets as low as $20","Thursday, August 31, 2023","2023-08-31",2,42
"Center Parc Stadium, Atlanta, GA",-84.3893472,33.736095,"James Madison","@  Georgia State","TBD","","Tickets as low as $17","Saturday, November 4, 2023","2023-11-04",42,42
"Center Parc Stadium, Atlanta, GA",-84.3893472,33.736095,"UConn","@  Georgia State","7:00 PM","","Tickets as low as $22","Saturday, September 9, 2023","2023-09-09",9,42
"Chapman Stadium, Tulsa, OK",-95.9437969,36.1489569,"Arkansas-Pine Bluff","@  Tulsa","8:00 PM","","Tickets as low as $23","Thursday, August 31, 2023","2023-08-31",2,71
"Chapman Stadium, Tulsa, OK",-95.9437969,36.1489569,"Temple","@  Tulsa","7:30 PM","","Tickets as low as $22","Thursday, September 28, 2023","2023-09-28",16,71
"Chapman Stadium, Tulsa, OK",-95.9437969,36.1489569,"Charlotte","@  Tulsa","TBD","","Tickets as low as $26","Saturday, November 4, 2023","2023-11-04",42,71
"Chapman Stadium, Tulsa, OK",-95.9437969,36.1489569,"North Texas","@  Tulsa","TBD","","Tickets as low as $26","Saturday, November 18, 2023","2023-11-18",52,71
"Chapman Stadium, Tulsa, OK",-95.9437969,36.1489569,"Oklahoma","@  Tulsa","3:30 PM","","Tickets as low as $92","Saturday, September 16, 2023","2023-09-16",12,71
"Chapman Stadium, Tulsa, OK",-95.9437969,36.1489569,"Rice","@  Tulsa","7:00 PM",NA,"Tickets as low as $20","Thursday, October 19, 2023","2023-10-19",30,71
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"Air Force","@  Hawai'i","TBD","","Tickets as low as $121","Saturday, November 11, 2023","2023-11-11",47,1
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"San Diego State","@  Hawai'i","11:00 PM","CBSSN","Tickets as low as $121","Saturday, October 14, 2023","2023-10-14",27,1
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"New Mexico State","@  Hawai'i","TBD","","Tickets as low as $112","Saturday, September 23, 2023","2023-09-23",15,1
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"San José State","@  Hawai'i","TBD","","Tickets as low as $121","Saturday, October 28, 2023","2023-10-28",37,1
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"Colorado State","@  Hawai'i","TBD","","Tickets as low as $121","Saturday, November 25, 2023","2023-11-25",56,1
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"Stanford","@  Hawai'i","11:00 PM","CBSSN","Tickets as low as $121","Friday, September 1, 2023","2023-09-01",3,1
"Clarence T.C. Ching Athletics Complex, Honolulu, HI",-157.8171673,21.2943297,"Albany","@  Hawai'i","TBD","","Tickets as low as $112","Saturday, September 9, 2023","2023-09-09",9,1
"Cotton Bowl, Dallas, TX",-96.7595891,32.7796106,"Oklahoma","@  Texas","TBD","","Tickets as low as $377","Saturday, October 7, 2023","2023-10-07",22,34
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"UCF","@  Kansas","TBD","","Tickets as low as $21","Saturday, October 7, 2023","2023-10-07",22,89
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"Missouri State","@  Kansas","8:00 PM","BIG12|ESPN+","Tickets as low as $20","Friday, September 1, 2023","2023-09-01",3,89
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"Texas Tech","@  Kansas","TBD","","Tickets as low as $20","Saturday, November 11, 2023","2023-11-11",47,89
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"Kansas State","@  Kansas","TBD","","Tickets as low as $34","Saturday, November 18, 2023","2023-11-18",52,89
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"Oklahoma","@  Kansas","TBD","","Tickets as low as $46","Saturday, October 28, 2023","2023-10-28",37,89
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"Illinois","@  Kansas","7:30 PM",NA,"Tickets as low as $33","Friday, September 8, 2023","2023-09-08",8,89
"David Booth Kansas Memorial Stadium, Lawrence, KS",-95.2463686,38.9629418,"BYU","@  Kansas","TBD","","Tickets as low as $27","Saturday, September 23, 2023","2023-09-23",15,89
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"Kentucky","@  Mississippi State","TBD","","Tickets as low as $25","Saturday, November 4, 2023","2023-11-04",42,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"Southern Miss","@  Mississippi State","12:00 PM","","Tickets as low as $8","Saturday, November 18, 2023","2023-11-18",52,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"Alabama","@  Mississippi State","TBD","","Tickets as low as $85","Saturday, September 30, 2023","2023-09-30",18,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"Western Michigan","@  Mississippi State","TBD","","Tickets as low as $5","Saturday, October 7, 2023","2023-10-07",22,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"SE Louisiana","@  Mississippi State","4:00 PM","","Tickets as low as $7","Saturday, September 2, 2023","2023-09-02",4,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"Ole Miss","@  Mississippi State","7:30 PM",NA,"Tickets as low as $57","Thursday, November 23, 2023","2023-11-23",54,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"Arizona","@  Mississippi State","7:30 PM","","Tickets as low as $13","Saturday, September 9, 2023","2023-09-09",9,40
"Davis Wade Stadium, Starkville, MS",-88.793165,33.4570899,"LSU","@  Mississippi State","12:00 PM","","Tickets as low as $51","Saturday, September 16, 2023","2023-09-16",12,40
"Dix Stadium, Kent, OH",-81.3136611,41.1390167,"Miami (OH)","@  Kent State","TBD","","Tickets as low as $36","Saturday, September 30, 2023","2023-09-30",18,118
"Dix Stadium, Kent, OH",-81.3136611,41.1390167,"Central Connecticut","@  Kent State","12:00 PM","","Tickets as low as $34","Saturday, September 16, 2023","2023-09-16",12,118
"Dix Stadium, Kent, OH",-81.3136611,41.1390167,"Bowling Green","@  Kent State","TBD",NA,"Tickets as low as $36","Wednesday, November 8, 2023","2023-11-08",44,118
"Dix Stadium, Kent, OH",-81.3136611,41.1390167,"Buffalo","@  Kent State","TBD","","Tickets as low as $36","Saturday, October 21, 2023","2023-10-21",32,118
"Dix Stadium, Kent, OH",-81.3136611,41.1390167,"Northern Illinois","@  Kent State","TBD","","Tickets as low as $32","Saturday, November 25, 2023","2023-11-25",56,118
"DKR-Texas Memorial Stadium, Austin, TX",-97.7325194,30.2835401,"Texas Tech","@  Texas","7:30 PM","","Tickets as low as $57","Friday, November 24, 2023","2023-11-24",55,16
"DKR-Texas Memorial Stadium, Austin, TX",-97.7325194,30.2835401,"Rice","@  Texas","3:30 PM","FOX","Tickets as low as $26","Saturday, September 2, 2023","2023-09-02",4,16
"DKR-Texas Memorial Stadium, Austin, TX",-97.7325194,30.2835401,"Kansas","@  Texas","TBD","","Tickets as low as $31","Saturday, September 30, 2023","2023-09-30",18,16
"DKR-Texas Memorial Stadium, Austin, TX",-97.7325194,30.2835401,"BYU","@  Texas","TBD","","Tickets as low as $53","Saturday, October 28, 2023","2023-10-28",37,16
"DKR-Texas Memorial Stadium, Austin, TX",-97.7325194,30.2835401,"Wyoming","@  Texas","8:00 PM","","Tickets as low as $27","Saturday, September 16, 2023","2023-09-16",12,16
"DKR-Texas Memorial Stadium, Austin, TX",-97.7325194,30.2835401,"Kansas State","@  Texas","TBD","","Tickets as low as $39","Saturday, November 4, 2023","2023-11-04",42,16
"Doak Campbell Stadium, Tallahassee, FL",-84.3044201,30.4381531,"Southern Miss","@  Florida State","8:30 PM","","Tickets as low as $28","Saturday, September 9, 2023","2023-09-09",9,19
"Doak Campbell Stadium, Tallahassee, FL",-84.3044201,30.4381531,"Syracuse","@  Florida State","TBD","","Tickets as low as $35","Saturday, October 14, 2023","2023-10-14",27,19
"Doak Campbell Stadium, Tallahassee, FL",-84.3044201,30.4381531,"Virginia Tech","@  Florida State","TBD","","Tickets as low as $66","Saturday, October 7, 2023","2023-10-07",22,19
"Doak Campbell Stadium, Tallahassee, FL",-84.3044201,30.4381531,"Duke","@  Florida State","TBD","","Tickets as low as $28","Saturday, October 21, 2023","2023-10-21",32,19
"Doak Campbell Stadium, Tallahassee, FL",-84.3044201,30.4381531,"North Alabama","@  Florida State","TBD","","Tickets as low as $18","Saturday, November 18, 2023","2023-11-18",52,19
"Doak Campbell Stadium, Tallahassee, FL",-84.3044201,30.4381531,"Miami","@  Florida State","TBD","","Tickets as low as $145","Saturday, November 11, 2023","2023-11-11",47,19
"Dowdy-Ficklen Stadium, Greenville, NC",-77.3653493,35.5964608,"Tulane","@  East Carolina","TBD","","Tickets as low as $34","Saturday, November 4, 2023","2023-11-04",42,59
"Dowdy-Ficklen Stadium, Greenville, NC",-77.3653493,35.5964608,"SMU","@  East Carolina","7:30 PM","","Tickets as low as $35","Thursday, October 12, 2023","2023-10-12",25,59
"Dowdy-Ficklen Stadium, Greenville, NC",-77.3653493,35.5964608,"Marshall","@  East Carolina","4:00 PM","","Tickets as low as $35","Saturday, September 9, 2023","2023-09-09",9,59
"Dowdy-Ficklen Stadium, Greenville, NC",-77.3653493,35.5964608,"Charlotte","@  East Carolina","TBD","","Tickets as low as $40","Saturday, October 21, 2023","2023-10-21",32,59
"Dowdy-Ficklen Stadium, Greenville, NC",-77.3653493,35.5964608,"Gardner-Webb","@  East Carolina","6:00 PM","","Tickets as low as $35","Saturday, September 23, 2023","2023-09-23",15,59
"Dowdy-Ficklen Stadium, Greenville, NC",-77.3653493,35.5964608,"Tulsa","@  East Carolina","TBD","","Tickets as low as $34","Saturday, November 25, 2023","2023-11-25",56,59
"Doyt L. Perry Stadium, Bowling Green, OH",-83.6225,41.3780114,"Eastern Illinois","@  Bowling Green","2:00 PM","","Tickets as low as $18","Saturday, September 9, 2023","2023-09-09",9,120
"Doyt L. Perry Stadium, Bowling Green, OH",-83.6225,41.3780114,"Ball State","@  Bowling Green","TBD",NA,"Tickets as low as $16","Wednesday, November 1, 2023","2023-11-01",39,120
"Doyt L. Perry Stadium, Bowling Green, OH",-83.6225,41.3780114,"Toledo","@  Bowling Green","TBD",NA,"Tickets as low as $27","Tuesday, November 14, 2023","2023-11-14",48,120
"Doyt L. Perry Stadium, Bowling Green, OH",-83.6225,41.3780114,"Ohio","@  Bowling Green","TBD","","Tickets as low as $23","Saturday, September 23, 2023","2023-09-23",15,120
"Doyt L. Perry Stadium, Bowling Green, OH",-83.6225,41.3780114,"Akron","@  Bowling Green","TBD","","Tickets as low as $23","Saturday, October 21, 2023","2023-10-21",32,120
"Elliott T. Bowers Stadium, Huntsville, TX",-95.5421173,30.7137727,"Middle Tennessee","@  Sam Houston","TBD","","Tickets as low as $46","Saturday, November 25, 2023","2023-11-25",56,22
"Elliott T. Bowers Stadium, Huntsville, TX",-95.5421173,30.7137727,"UTEP","@  Sam Houston","8:00 PM","","Tickets as low as $53","Wednesday, October 25, 2023","2023-10-25",34,22
"Elliott T. Bowers Stadium, Huntsville, TX",-95.5421173,30.7137727,"Florida International","@  Sam Houston","7:00 PM","CBSSN","Tickets as low as $46","Wednesday, October 18, 2023","2023-10-18",29,22
"Empower Field at Mile High, Denver, CO",-105.0201094,39.7438895,"Army","@  Air Force","2:30 PM","CBSSN","Tickets as low as $37","Saturday, November 4, 2023","2023-11-04",42,100
"Falcon Stadium, USAF Academy, CO",-104.8435166,38.9970678,"Utah State","@  Air Force","8:00 PM","CBSSN","Tickets as low as $31","Friday, September 15, 2023","2023-09-15",11,92
"Falcon Stadium, USAF Academy, CO",-104.8435166,38.9970678,"UNLV","@  Air Force","3:30 PM","CBSSN","Tickets as low as $33","Saturday, November 18, 2023","2023-11-18",52,92
"Falcon Stadium, USAF Academy, CO",-104.8435166,38.9970678,"San Diego State","@  Air Force","8:00 PM","CBSSN","Tickets as low as $33","Saturday, September 30, 2023","2023-09-30",18,92
"Falcon Stadium, USAF Academy, CO",-104.8435166,38.9970678,"Robert Morris","@  Air Force","TBD","","Tickets as low as $29","Saturday, September 2, 2023","2023-09-02",4,92
"Falcon Stadium, USAF Academy, CO",-104.8435166,38.9970678,"Wyoming","@  Air Force","7:00 PM","CBSSN","Tickets as low as $30","Saturday, October 14, 2023","2023-10-14",27,92
"FAU Stadium, Boca Raton, FL",-80.1016311,26.3761349,"Tulsa","@  Florida Atlantic","TBD","","Tickets as low as $22","Saturday, October 7, 2023","2023-10-07",22,4
"FAU Stadium, Boca Raton, FL",-80.1016311,26.3761349,"Ohio","@  Florida Atlantic","6:00 PM","","Tickets as low as $20","Saturday, September 9, 2023","2023-09-09",9,4
"FAU Stadium, Boca Raton, FL",-80.1016311,26.3761349,"Monmouth","@  Florida Atlantic","6:00 PM","","Tickets as low as $23","Saturday, September 2, 2023","2023-09-02",4,4
"FAU Stadium, Boca Raton, FL",-80.1016311,26.3761349,"Tulane","@  Florida Atlantic","TBD","","Tickets as low as $31","Saturday, November 18, 2023","2023-11-18",52,4
"FAU Stadium, Boca Raton, FL",-80.1016311,26.3761349,"UTSA","@  Florida Atlantic","TBD","","Tickets as low as $23","Saturday, October 21, 2023","2023-10-21",32,4
"FAU Stadium, Boca Raton, FL",-80.1016311,26.3761349,"East Carolina","@  Florida Atlantic","TBD","","Tickets as low as $23","Saturday, November 11, 2023","2023-11-11",47,4
"FBC Mortgage Stadium, Orlando, FL",-81.1926196,28.6082145,"Baylor","@  UCF","TBD","","Tickets as low as $39","Saturday, September 30, 2023","2023-09-30",18,7
"FBC Mortgage Stadium, Orlando, FL",-81.1926196,28.6082145,"West Virginia","@  UCF","TBD","","Tickets as low as $39","Saturday, October 28, 2023","2023-10-28",37,7
"FBC Mortgage Stadium, Orlando, FL",-81.1926196,28.6082145,"Houston","@  UCF","TBD","","Tickets as low as $24","Saturday, November 25, 2023","2023-11-25",56,7
"FBC Mortgage Stadium, Orlando, FL",-81.1926196,28.6082145,"Kent State","@  UCF","7:00 PM","FS1","Tickets as low as $7","Thursday, August 31, 2023","2023-08-31",2,7
"FBC Mortgage Stadium, Orlando, FL",-81.1926196,28.6082145,"Oklahoma State","@  UCF","TBD","","Tickets as low as $38","Saturday, November 11, 2023","2023-11-11",47,7
"FBC Mortgage Stadium, Orlando, FL",-81.1926196,28.6082145,"Villanova","@  UCF","6:30 PM","BIG12|ESPN+","Tickets as low as $9","Saturday, September 16, 2023","2023-09-16",12,7
"FirstBank Stadium, Nashville, TN",-86.808941,36.1438717,"Georgia","@  Vanderbilt","TBD","","Tickets as low as $126","Saturday, October 14, 2023","2023-10-14",27,70
"FirstBank Stadium, Nashville, TN",-86.808941,36.1438717,"Auburn","@  Vanderbilt","TBD","","Tickets as low as $62","Saturday, November 4, 2023","2023-11-04",42,70
"FirstBank Stadium, Nashville, TN",-86.808941,36.1438717,"Missouri","@  Vanderbilt","TBD","","Tickets as low as $22","Saturday, September 30, 2023","2023-09-30",18,70
"FirstBank Stadium, Nashville, TN",-86.808941,36.1438717,"Alabama A&M","@  Vanderbilt","7:00 PM","","Tickets as low as $5","Saturday, September 2, 2023","2023-09-02",4,70
"FirstBank Stadium, Nashville, TN",-86.808941,36.1438717,"Kentucky","@  Vanderbilt","TBD","","Tickets as low as $40","Saturday, September 23, 2023","2023-09-23",15,70
"FirstBank Stadium, Nashville, TN",-86.808941,36.1438717,"Hawai'i","@  Vanderbilt","7:30 PM","","Tickets as low as $9","Saturday, August 26, 2023","2023-08-26",1,70
"Folsom Field, Boulder, CO",-105.2668869,40.009472,"Nebraska","@  Colorado","12:00 PM","FOX","Tickets as low as $281","Saturday, September 9, 2023","2023-09-09",9,104
"Folsom Field, Boulder, CO",-105.2668869,40.009472,"Colorado State","@  Colorado","10:00 PM","","Tickets as low as $158","Saturday, September 16, 2023","2023-09-16",12,104
"Folsom Field, Boulder, CO",-105.2668869,40.009472,"USC","@  Colorado","TBD","","Tickets as low as $200","Saturday, September 30, 2023","2023-09-30",18,104
"Folsom Field, Boulder, CO",-105.2668869,40.009472,"Arizona","@  Colorado","TBD","","Tickets as low as $80","Saturday, November 11, 2023","2023-11-11",47,104
"Folsom Field, Boulder, CO",-105.2668869,40.009472,"Stanford","@  Colorado","10:00 PM","","Tickets as low as $190","Friday, October 13, 2023","2023-10-13",26,104
"Folsom Field, Boulder, CO",-105.2668869,40.009472,"Oregon State","@  Colorado","TBD","","Tickets as low as $89","Saturday, November 4, 2023","2023-11-04",42,104
"Ford Field, Detroit, MI",-83.045603,42.3400064,"TBD","@  TBD","12:00 PM","",NA,"Saturday, December 2, 2023","2023-12-02",58,135
"Ford Field, Detroit, MI",-83.045603,42.3400064,"Penn State","@  Michigan State","7:30 PM","NBC","Tickets as low as $100","Friday, November 24, 2023","2023-11-24",55,135
"Gerald J. Ford Stadium, Dallas, TX",-96.7826953,32.837778,"Tulsa","@  SMU","TBD","","Tickets as low as $20","Saturday, October 28, 2023","2023-10-28",37,36
"Gerald J. Ford Stadium, Dallas, TX",-96.7826953,32.837778,"Prairie View A&M","@  SMU","7:00 PM","","Tickets as low as $20","Saturday, September 16, 2023","2023-09-16",12,36
"Gerald J. Ford Stadium, Dallas, TX",-96.7826953,32.837778,"North Texas","@  SMU","9:00 PM","","Tickets as low as $20","Friday, November 10, 2023","2023-11-10",46,36
"Gerald J. Ford Stadium, Dallas, TX",-96.7826953,32.837778,"Louisiana Tech","@  SMU","12:00 PM","","Tickets as low as $20","Saturday, September 2, 2023","2023-09-02",4,36
"Gerald J. Ford Stadium, Dallas, TX",-96.7826953,32.837778,"Charlotte","@  SMU","TBD","","Tickets as low as $22","Saturday, September 30, 2023","2023-09-30",18,36
"Gerald J. Ford Stadium, Dallas, TX",-96.7826953,32.837778,"Navy","@  SMU","TBD","","Tickets as low as $20","Saturday, November 25, 2023","2023-11-25",56,36
"Gillette Stadium, Foxboro, MA",-71.2643465,42.0909458,"Navy","@  Army","3:00 PM","CBS","Tickets as low as $465","Saturday, December 9, 2023","2023-12-09",59,130
"Glass Bowl, Toledo, OH",-83.6135816,41.6572818,"Western Michigan","@  Toledo","TBD","","Tickets as low as $49","Saturday, September 23, 2023","2023-09-23",15,122
"Glass Bowl, Toledo, OH",-83.6135816,41.6572818,"Eastern Michigan","@  Toledo","TBD",NA,"Tickets as low as $34","Wednesday, November 8, 2023","2023-11-08",44,122
"Glass Bowl, Toledo, OH",-83.6135816,41.6572818,"Buffalo","@  Toledo","TBD",NA,"Tickets as low as $34","Tuesday, October 31, 2023","2023-10-31",38,122
"Glass Bowl, Toledo, OH",-83.6135816,41.6572818,"Texas Southern","@  Toledo","3:30 PM","","Tickets as low as $41","Saturday, September 9, 2023","2023-09-09",9,122
"Glass Bowl, Toledo, OH",-83.6135816,41.6572818,"San José State","@  Toledo","7:00 PM","","Tickets as low as $40","Saturday, September 16, 2023","2023-09-16",12,122
"Glass Bowl, Toledo, OH",-83.6135816,41.6572818,"Northern Illinois","@  Toledo","TBD","","Tickets as low as $49","Saturday, September 30, 2023","2023-09-30",18,122
"Hancock Whitney Stadium, Mobile, AL",-88.1918231,30.6966759,"Marshall","@  South Alabama","TBD","","Tickets as low as $30","Saturday, November 18, 2023","2023-11-18",52,21
"Hancock Whitney Stadium, Mobile, AL",-88.1918231,30.6966759,"SE Louisiana","@  South Alabama","5:00 PM","","Tickets as low as $32","Saturday, September 9, 2023","2023-09-09",9,21
"Hancock Whitney Stadium, Mobile, AL",-88.1918231,30.6966759,"Louisiana","@  South Alabama","TBD","","Tickets as low as $38","Saturday, October 28, 2023","2023-10-28",37,21
